node_id,code,code_title,chapter,dominant_theme,code_frequency,clusters_represented,title,within_strength,label_score,colour_key,x,y
Chapter 5::persistence_beyond_training,persistence_beyond_training,persistence beyond training,Chapter 5,Hearts and minds,10,10,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>persistence beyond training</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 10<br><b>Clusters represented:</b> 10</p><h3>Participant pseudonyms</h3><ul><li>James Bond</li><li>Quaco Ababio</li><li>Black Lion</li><li>Makeda Reef</li><li>Obael Stormstrong</li><li>Jonathan McDermott</li><li>Dwayne Andrews</li><li>Erin Sharpe</li><li>Kevin Jewinsky</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Quaco Ababio:</b> continued to use “sir”; did not know “how fi pause”</li><li><b>Makeda Reef:</b> “something wi instil in yuh. It’s kind of hard to take out”</li><li><b>Obael Stormstrong:</b> “you controlling yourself... no matter the time, the season”</li><li><b>Kevin Jewinsky:</b> “a good product”; “Discipline product”; “water down somewhat”</li><li><b>Dwayne Andrews:</b> questioning what happens “once that is lifted and the man comes back home”</li><li><b>Erin Sharpe:</b> hid rank; “wanted to test”; “there was no sir”; “It should be a part of you”</li><li><b>Jonathan McDermott:</b> “sir”; “Drop the sir thing”; “That’s so hard to do after all these years, sir”</li><li><b>Black Lion:</b> “time and place” as the governing principle for when conduct forms remain active or relax</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",12,22,Chapter 5: Hearts and minds,15.495677474620265,233.89301248675508
Chapter 5::habit_interruption,habit_interruption,habit interruption,Chapter 5,Individual body,3,3,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>habit interruption</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Individual body<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Jonathan McDermott</li><li>Imani Storm</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Jonathan McDermott:</b> 10 push-ups; 30 push-ups; “now I expect you”; “by week four or five”</li><li><b>Jonathan McDermott:</b> drinking in headdress; “coming out of the civilian world”; leave weapon/headdress; “week one”</li><li><b>Imani Storm:</b> “nah get enough”; “nah get nuh fat, nuh fatty food”; “break dem body from weh dem used to”; sleep loss and disorder</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",6,9,Chapter 5: Individual body,-145.69420776118855,360
Chapter 5::bodily_regulation,bodily_regulation,bodily regulation,Chapter 5,Bomb Night,14,14,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>bodily regulation</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Bomb Night<br><b>Code frequency:</b> 14<br><b>Clusters represented:</b> 14</p><h3>Participant pseudonyms</h3><ul><li>Lee Brown</li><li>Imani Storm</li><li>Kevin Grant</li><li>Kevin Jewinsky</li><li>Dwayne Andrews</li><li>Observed instructor group</li><li>Marcus Black</li><li>Rio Wavecrest</li><li>Kwame Dawn</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Not coded</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Marcus Black:</b> camp often lacked running water and depended on finite tanks</li><li><b>Observed instructor group:</b> “Mouth full and go”; “Go!”; recruits take turns at a standpipe</li><li><b>Rio Wavecrest:</b> foot injury; “report back to e medic”; recruit limped back to platoon</li><li><b>Observed instructor group:</b> “Flat out!”; “Crawl dutty recruit!”; exercises continued until sunrise</li><li><b>Lee Brown:</b> NCO stands over serving; directs recruits to give more or less rice for sixty people</li><li><b>Observed instructor group:</b> whistle blasts; push-ups together; counting in unison; “Cover off”; “Copy and paste”</li><li><b>Kwame Dawn:</b> “What is pain?”; “Weakness leaving the body, sir”; “We’re creating Monsters”; road run</li><li><b>Kevin Jewinsky:</b> belt stabilises waist and lumbar region so one can remain “a good soldier fi a long time”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",27,41,Chapter 5: Bomb Night,-57.73518158614843,228.83957368643212
Chapter 5::temporal_control,temporal_control,temporal control,Chapter 5,Bomb Night,2,2,<div style='max-width:560px'><h2 style='margin-bottom:4px'>temporal control</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Bomb Night<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Kevin Jewinsky</li><li>Observed instructor group</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Not coded</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Observed instructor group:</b> “Mouth full and go”; “Go!”; recruits take turns at a standpipe</li><li><b>Kevin Jewinsky:</b> removed watches during road runs; “you don’t run with time”; recruit pushed past threshold into uncomfortable zone</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,4,6,Chapter 5: Bomb Night,10.643953564449873,343.48488491989326
Chapter 5::embodied_standardisation,embodied_standardisation,embodied standardisation,Chapter 5,Bomb Night,12,12,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>embodied standardisation</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Bomb Night<br><b>Code frequency:</b> 12<br><b>Clusters represented:</b> 12</p><h3>Participant pseudonyms</h3><ul><li>Jonathan McDermott</li><li>Kevin Grant</li><li>Makeda Reef</li><li>Kevin Jewinsky</li><li>Observed instructor group</li><li>Marcus Black</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li><li>Not coded</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Field observation / Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Jonathan McDermott:</b> belt makes uniform look neat and supports the back during drill</li><li><b>Observed instructor group:</b> “Flat out!”; “Crawl dutty recruit!”; exercises continued until sunrise</li><li><b>Makeda Reef:</b> “Because you can’t see the discipline”; “every day I say, bend up pon yuh foot”</li><li><b>Makeda Reef:</b> “hand to dem side”; “talk loud”; dressed in lines; beds “haffi deh at a standard”</li><li><b>Observed instructor group:</b> whistle blasts; push-ups together; counting in unison; “Cover off”; “Copy and paste”</li><li><b>Kevin Jewinsky:</b> belt stabilises waist and lumbar region so one can remain “a good soldier fi a long time”</li><li><b>Jonathan McDermott:</b> drinking in headdress; “coming out of the civilian world”; leave weapon/headdress; “week one”</li><li><b>Observed instructor group:</b> “Look down recruit!”; “Yuh not worthy to look at the Training Officer!”; “Some o’ wi ah go die!”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",27,39,Chapter 5: Bomb Night,-76.1332531127623,228.22112811161173
Chapter 5::bodily_sign_reading,bodily_sign_reading,bodily sign reading,Chapter 5,Individual body,4,4,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>bodily sign reading</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Individual body<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Makeda Reef</li><li>Jonathan McDermott</li><li>Erin Sharpe</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Female</li><li>Male</li></ul><h3>Data sources</h3><ul><li>Field observation / Interview</li><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Jonathan McDermott:</b> belt makes uniform look neat and supports the back during drill</li><li><b>Erin Sharpe:</b> hid rank; “wanted to test”; “there was no sir”; “It should be a part of you”</li><li><b>Makeda Reef:</b> “Because you can’t see the discipline”; “every day I say, bend up pon yuh foot”</li><li><b>Makeda Reef:</b> “hand to dem side”; “talk loud”; dressed in lines; beds “haffi deh at a standard”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",10,14,Chapter 5: Individual body,16.98785976809296,184.73186895832453
Chapter 5::visibility_supervision,visibility_supervision,visibility supervision,Chapter 5,Bomb Night,11,11,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>visibility supervision</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Bomb Night<br><b>Code frequency:</b> 11<br><b>Clusters represented:</b> 11</p><h3>Participant pseudonyms</h3><ul><li>Jonathan McDermott</li><li>Kevin Jewinsky</li><li>Anna Starpath</li><li>Ramon Brown</li><li>Makeda Reef</li><li>Marcus Black</li><li>Anara Birdsong</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li><li>Focus group / Interview</li><li>Field observation / Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Jonathan McDermott:</b> “Check off!”; “Wi have everybody?”; “4 Platoon missing one, sir.”</li><li><b>Anara Birdsong:</b> recruits stood; names taken; led away; non-continuation made public</li><li><b>Anna Starpath:</b> setting alarms; “walk and scan”; “hear everything” before revealing herself</li><li><b>Ramon Brown:</b> “the whip”; “ghost”; plantation analogy of the instructor as coercive enforcer</li><li><b>Makeda Reef:</b> “Because you can’t see the discipline”; “every day I say, bend up pon yuh foot”</li><li><b>Ramon Brown:</b> “I have footage”; “one more chance”; lost bootlaces and belt; “He went to jail”</li><li><b>Makeda Reef:</b> “hand to dem side”; “talk loud”; dressed in lines; beds “haffi deh at a standard”</li><li><b>Marcus Black:</b> platoons shouted rallying points; “1 platoon”; “3 platoon”; five groups formed; louder/faster platoons</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",24,35,Chapter 5: Bomb Night,-100.83640930525635,168.30126754994023
Chapter 5::bodily_proof,bodily_proof,bodily proof,Chapter 5,Bomb Night,2,2,<div style='max-width:560px'><h2 style='margin-bottom:4px'>bodily proof</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Bomb Night<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Ramon Brown</li><li>Observed instructor group</li></ul><h3>Roles</h3><ul><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Not coded</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Ramon Brown:</b> “I have footage”; “one more chance”; lost bootlaces and belt; “He went to jail”</li><li><b>Observed instructor group:</b> figure ran; instructors with rifles pursued; gunshots; pans and buckets; “Medic!”; ambulance collected simulated casualty</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,6,8,Chapter 5: Bomb Night,-233.57971909609,196.90679335764287
Chapter 5::bodily_restriction,bodily_restriction,bodily restriction,Chapter 5,Individual body,2,2,<div style='max-width:560px'><h2 style='margin-bottom:4px'>bodily restriction</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Individual body<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Ramon Brown</li><li>Anaya Redemption</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Ramon Brown:</b> “I have footage”; “one more chance”; lost bootlaces and belt; “He went to jail”</li><li><b>Anaya Redemption:</b> “Physical abuse is still here”; draping; choking; “do not touch”; “It feels like torture”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,5,7,Chapter 5: Individual body,-204.5970582913485,256.5485434192068
Chapter 5::coercive_correction,coercive_correction,coercive correction,Chapter 5,Individual body,3,3,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>coercive correction</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Individual body<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Imani Storm</li><li>Kevin Grant</li><li>Anaya Redemption</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Anaya Redemption:</b> “Physical abuse is still here”; draping; choking; “do not touch”; “It feels like torture”</li><li><b>Kevin Grant:</b> constant exercises, burpees, doubling around, push-ups, and running with an ammo pan; “Training, sir.”</li><li><b>Imani Storm:</b> “nah get enough”; “nah get nuh fat, nuh fatty food”; “break dem body from weh dem used to”; sleep loss and disorder</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",6,9,Chapter 5: Individual body,-110.22450557446209,311.9612567376266
Chapter 5::durability_testing,durability_testing,durability testing,Chapter 5,Individual body,6,6,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>durability testing</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Individual body<br><b>Code frequency:</b> 6<br><b>Clusters represented:</b> 6</p><h3>Participant pseudonyms</h3><ul><li>Jonathan McDermott</li><li>Dwayne Andrews</li><li>Kevin Jewinsky</li><li>Erin Sharpe</li></ul><h3>Roles</h3><ul><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Focus group</li><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Kevin Jewinsky:</b> “a good product”; “Discipline product”; “water down somewhat”</li><li><b>Dwayne Andrews:</b> questioning what happens “once that is lifted and the man comes back home”</li><li><b>Erin Sharpe:</b> hid rank; “wanted to test”; “there was no sir”; “It should be a part of you”</li><li><b>Kevin Jewinsky:</b> belt stabilises waist and lumbar region so one can remain “a good soldier fi a long time”</li><li><b>Jonathan McDermott:</b> “Habitual sir, then it becomes natural”; later, “He will revert back”; “reinforcement is needed”</li><li><b>Kevin Jewinsky:</b> removed watches during road runs; “you don’t run with time”; recruit pushed past threshold into uncomfortable zone</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",10,16,Chapter 5: Individual body,45.313819042630826,282.0058175150724
Chapter 5::collective_accountability,collective_accountability,collective accountability,Chapter 5,Group,4,4,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>collective accountability</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Group<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Kevin Grant</li><li>Bob Wellington</li><li>Jonathan McDermott</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Jonathan McDermott:</b> “Check off!”; “Wi have everybody?”; “4 Platoon missing one, sir.”</li><li><b>Bob Wellington:</b> “checking in pon each other”; missing water bottle or canteen; “di hog seed”</li><li><b>Bob Wellington:</b> lost item of kit; “a chain is as strong as its weakest link”; “checking in pon each other”; “everybody failed”</li><li><b>Kevin Grant:</b> one recruit “mess around”; everybody mustered and trained; “somebody should a been looking out”; “wi watch each odda back”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",10,14,Chapter 5: Group,-244.43284722154527,103.2760622680521
Chapter 5::lateral_surveillance,lateral_surveillance,lateral surveillance,Chapter 5,Group,3,3,<div style='max-width:560px'><h2 style='margin-bottom:4px'>lateral surveillance</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Group<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Kevin Grant</li><li>Bob Wellington</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Bob Wellington:</b> “checking in pon each other”; missing water bottle or canteen; “di hog seed”</li><li><b>Bob Wellington:</b> lost item of kit; “a chain is as strong as its weakest link”; “checking in pon each other”; “everybody failed”</li><li><b>Kevin Grant:</b> one recruit “mess around”; everybody mustered and trained; “somebody should a been looking out”; “wi watch each odda back”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,8,11,Chapter 5: Group,-299.999428319065,71.79478438196298
Chapter 5::peer_correction,peer_correction,peer correction,Chapter 5,Group,3,3,<div style='max-width:560px'><h2 style='margin-bottom:4px'>peer correction</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Group<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Kevin Grant</li><li>Bob Wellington</li></ul><h3>Roles</h3><ul><li>Instructor</li><li>School leader</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Bob Wellington:</b> “checking in pon each other”; missing water bottle or canteen; “di hog seed”</li><li><b>Bob Wellington:</b> lost item of kit; “a chain is as strong as its weakest link”; “checking in pon each other”; “everybody failed”</li><li><b>Kevin Grant:</b> one recruit “mess around”; everybody mustered and trained; “somebody should a been looking out”; “wi watch each odda back”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,8,11,Chapter 5: Group,-310,127.33320914629832
Chapter 5::reciprocal_obligation,reciprocal_obligation,reciprocal obligation,Chapter 5,Hearts and minds,3,3,<div style='max-width:560px'><h2 style='margin-bottom:4px'>reciprocal obligation</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Hearts and minds<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Jonathan McDermott</li><li>Anna Starpath</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3>Evidence anchors</h3><ul><li><b>Jonathan McDermott:</b> two slices of bread; “eat one and give one”; fair lunch allocation; “Leaders Eat Last”</li><li><b>Anna Starpath:</b> placing influential recruits in leadership positions; peers comply “before Corporal come”</li><li><b>Jonathan McDermott:</b> “everyone looks on”; “we inspect”; “master pupil method”; “no instructor should have more than 12 recruits”; “equal attention”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,4,7,Chapter 5: Hearts and minds,51.771541128913896,95.47555759250895
Chapter 5::equal_standard_enforcement,equal_standard_enforcement,equal standard enforcement,Chapter 5,Group,3,3,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>equal standard enforcement</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Group<br><b>Code frequency:</b> 3<br><b>Clusters represented:</b> 3</p><h3>Participant pseudonyms</h3><ul><li>Kwame Dawn</li><li>Kevin Grant</li><li>Anna Starpath</li></ul><h3>Roles</h3><ul><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3>Evidence anchors</h3><ul><li><b>Anna Starpath:</b> “treated as goddesses”; “female do and get away wid it”; “di pop”</li><li><b>Kevin Grant:</b> correct “anybody, male or female”; failure causes “a breakdown in discipline”</li><li><b>Kwame Dawn:</b> “Segregation a go kill wi”; “discipline has been gendered”; “Recruit a recruit”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",5,8,Chapter 5: Group,-23.369107188164378,-301.9004042065699
Chapter 5::competitive_pressure,competitive_pressure,competitive pressure,Chapter 5,Group,2,2,<div style='max-width:560px'><h2 style='margin-bottom:4px'>competitive pressure</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Group<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Obael Stormstrong</li><li>Lee Brown</li></ul><h3>Roles</h3><ul><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Obael Stormstrong:</b> “Recruit training is not competition”; rivalry between platoons; “we a miss di real purpose”</li><li><b>Lee Brown:</b> competition could “raise standards” but also “raise cheating”; rounds returned at 100 metre; “cheating inna di army”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,5,7,Chapter 5: Group,-127.2552832719397,-360
Chapter 5::factionalisation_risk,factionalisation_risk,factionalisation risk,Chapter 5,Group,2,2,<div style='max-width:560px'><h2 style='margin-bottom:4px'>factionalisation risk</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Group<br><b>Code frequency:</b> 2<br><b>Clusters represented:</b> 2</p><h3>Participant pseudonyms</h3><ul><li>Obael Stormstrong</li><li>Lee Brown</li></ul><h3>Roles</h3><ul><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Obael Stormstrong:</b> “Recruit training is not competition”; rivalry between platoons; “we a miss di real purpose”</li><li><b>Lee Brown:</b> competition could “raise standards” but also “raise cheating”; rounds returned at 100 metre; “cheating inna di army”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>,5,7,Chapter 5: Group,-161.60559244151588,-316.41795983570853
Chapter 5::unstable_group_cohesion,unstable_group_cohesion,unstable group cohesion,Chapter 5,Group,6,6,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>unstable group cohesion</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Group<br><b>Code frequency:</b> 6<br><b>Clusters represented:</b> 6</p><h3>Participant pseudonyms</h3><ul><li>Obael Stormstrong</li><li>Lee Brown</li><li>Kwame Dawn</li><li>Kevin Grant</li><li>Anna Starpath</li></ul><h3>Roles</h3><ul><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3>Evidence anchors</h3><ul><li><b>Anna Starpath:</b> “treated as goddesses”; “female do and get away wid it”; “di pop”</li><li><b>Kevin Grant:</b> correct “anybody, male or female”; failure causes “a breakdown in discipline”</li><li><b>Kwame Dawn:</b> “Segregation a go kill wi”; “discipline has been gendered”; “Recruit a recruit”</li><li><b>Lee Brown:</b> no longer insulted in front of others; redirected him; began to “win squad drill”</li><li><b>Obael Stormstrong:</b> “Recruit training is not competition”; rivalry between platoons; “we a miss di real purpose”</li><li><b>Lee Brown:</b> competition could “raise standards” but also “raise cheating”; rounds returned at 100 metre; “cheating inna di army”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",12,18,Chapter 5: Group,-93.99849558822078,-235.15158737326766
Chapter 5::group_standard_imposition,group_standard_imposition,group standard imposition,Chapter 5,Group,4,4,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>group standard imposition</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Group<br><b>Code frequency:</b> 4<br><b>Clusters represented:</b> 4</p><h3>Participant pseudonyms</h3><ul><li>Lee Brown</li><li>Kevin Grant</li><li>Anna Starpath</li></ul><h3>Roles</h3><ul><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Female</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Focus group</li></ul><h3>Evidence anchors</h3><ul><li><b>Anna Starpath:</b> “treated as goddesses”; “female do and get away wid it”; “di pop”</li><li><b>Kevin Grant:</b> correct “anybody, male or female”; failure causes “a breakdown in discipline”</li><li><b>Lee Brown:</b> “Set di standard early. Very harsh”; “Come wi work together”; “gel together”; “nobody a split di group”</li><li><b>Lee Brown:</b> competition could “raise standards” but also “raise cheating”; rounds returned at 100 metre; “cheating inna di army”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",7,11,Chapter 5: Group,-76.61977100139981,-326.4062692430001
Chapter 5::emulative_alignment,emulative_alignment,emulative alignment,Chapter 5,Group,1,1,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>emulative alignment</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Group<br><b>Code frequency:</b> 1<br><b>Clusters represented:</b> 1</p><h3>Participant pseudonyms</h3><ul><li>Anthony Jackson</li></ul><h3>Roles</h3><ul><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li></ul><h3>Data sources</h3><ul><li>Interview</li></ul><h3>Evidence anchors</h3><ul><li><b>Anthony Jackson:</b> recruits emulate “what dem instructor look like, how dem act”</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",0,1,Chapter 5: Group,310,-79.61567800306102
Chapter 5::ritualised_unity,ritualised_unity,ritualised unity,Chapter 5,Bomb Night,7,7,"<div style='max-width:560px'><h2 style='margin-bottom:4px'>ritualised unity</h2><p><b>Chapter:</b> Chapter 5<br><b>Dominant theme:</b> Bomb Night<br><b>Code frequency:</b> 7<br><b>Clusters represented:</b> 7</p><h3>Participant pseudonyms</h3><ul><li>Jonathan McDermott</li><li>Lee Brown</li><li>Marcus Black</li><li>Observed instructor group</li><li>Kwame Dawn</li></ul><h3>Roles</h3><ul><li>School leader</li><li>Instructor</li></ul><h3>Gender coding</h3><ul><li>Male</li><li>Not coded</li></ul><h3>Data sources</h3><ul><li>Interview</li><li>Field observation</li></ul><h3>Evidence anchors</h3><ul><li><b>Jonathan McDermott:</b> “a war cry”; “a song”; “something that they can identify with”</li><li><b>Observed instructor group:</b> “Flat out!”; “Crawl dutty recruit!”; exercises continued until sunrise</li><li><b>Observed instructor group:</b> whistle blasts; push-ups together; counting in unison; “Cover off”; “Copy and paste”</li><li><b>Kwame Dawn:</b> “What is pain?”; “Weakness leaving the body, sir”; “We’re creating Monsters”; road run</li><li><b>Lee Brown:</b> “mek dem shout loud”; platoon name; “Zambians”; “war cry”; “more outta dem dan when mi abuse dem”</li><li><b>Marcus Black:</b> platoons shouted rallying points; “1 platoon”; “3 platoon”; five groups formed; louder/faster platoons</li><li><b>Observed instructor group:</b> figure ran; instructors with rifles pursued; gunshots; pans and buckets; “Medic!”; ambulance collected simulated casualty</li></ul><p style='font-size:12px'><i>Node details are drawn from the ENA input file joined to the thematic cluster inventory.</i></p></div>",15,22,Chapter 5: Bomb Night,-142.93182064672342,182.0109869370707
